yourlist:M20180720A7434721E10EE6586998A056CCD0537E950197S	isomap:M20180720A7434721E10EE6586998A056CCD0537E950197S	Entry	Entry name	Status	Protein names	Gene names	Organism	Cross-reference (RefSeq)
YPO1035		Q8CZY7	SYDP_YERPE	reviewed	Protein Syd	syd YPO1035 y3146 YP_2816	Yersinia pestis	WP_002212123.1;YP_002346078.1;
YPO1037		Q0WI08	Q0WI08_YERPE	unreviewed	Uncharacterized protein	YPO1037	Yersinia pestis	WP_002212124.1;YP_002346080.1;
YPO1038		Q8ZH72	TRUC_YERPE	reviewed	tRNA pseudouridine synthase C (EC 5.4.99.26) (tRNA pseudouridine(65) synthase) (tRNA pseudouridylate synthase C) (tRNA-uridine isomerase C)	truC YPO1038 y3143 YP_2813	Yersinia pestis	WP_002212125.1;YP_002346081.1;
YPO1039		Q7CH13	Q7CH13_YERPE	unreviewed	Uncharacterized protein	YPO1039	Yersinia pestis	WP_002212126.1;YP_002346082.1;
YPO1040		Q74S44	Y1040_YERPE	reviewed	UPF0325 protein YPO1040/y3141/YP_2811	YPO1040 y3141 YP_2811	Yersinia pestis	WP_002212127.1;YP_002346083.1;
YPO1041		Q8ZH69	DAPD_YERPE	reviewed	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117) (Tetrahydrodipicolinate N-succinyltransferase) (THDP succinyltransferase) (THP succinyltransferase) (Tetrahydropicolinate succinylase)	dapD YPO1041 y3140 YP_2810	Yersinia pestis	WP_002212128.1;YP_002346084.1;
YPO1042		Q8ZH68	GLND_YERPE	reviewed	Bifunctional uridylyltransferase/uridylyl-removing enzyme (UTase/UR) (Bifunctional [protein-PII] modification enzyme) (Bifunctional nitrogen sensor protein) [Includes: [Protein-PII] uridylyltransferase (PII uridylyltransferase) (UTase) (EC 2.7.7.59); [Protein-PII]-UMP uridylyl-removing enzyme (UR) (EC 3.1.4.-)]	glnD YPO1042 y3139 YP_2809	Yersinia pestis	WP_002212129.1;YP_002346085.1;
YPO1043		Q7CH15	Q7CH15_YERPE	unreviewed	Methionine aminopeptidase (MAP) (MetAP) (EC 3.4.11.18) (Peptidase M)	ampM map YPO1043	Yersinia pestis	WP_002212130.1;YP_002346086.1;
YPO1044		Q8ZH66	RS2_YERPE	reviewed	30S ribosomal protein S2	rpsB YPO1044 y3137 YP_2807	Yersinia pestis	WP_002221800.1;YP_002346087.1;
YPO1045		Q8ZH65	EFTS_YERPE	reviewed	Elongation factor Ts (EF-Ts)	tsf YPO1045 y3135 YP_2806	Yersinia pestis	WP_002212132.1;YP_002346088.1;
YPO1046		Q8ZH64	PYRH_YERPE	reviewed	Uridylate kinase (UK) (EC 2.7.4.22) (Uridine monophosphate kinase) (UMP kinase) (UMPK)	pyrH YPO1046 y3134 YP_2805	Yersinia pestis	WP_002212133.1;YP_002346089.1;
YPO1047		Q8ZH63	RRF_YERPE	reviewed	Ribosome-recycling factor (RRF) (Ribosome-releasing factor)	frr YPO1047 y3133 YP_2804	Yersinia pestis	WP_002212134.1;YP_002346090.1;
YPO1048		Q8ZH62	DXR_YERPE	reviewed	1-deoxy-D-xylulose 5-phosphate reductoisomerase (DXP reductoisomerase) (EC 1.1.1.267) (1-deoxyxylulose-5-phosphate reductoisomerase) (2-C-methyl-D-erythritol 4-phosphate synthase)	dxr YPO1048 y3131 YP_2802	Yersinia pestis	WP_002212135.1;YP_002346091.1;
YPO1049		Q8ZH61	UPPS_YERPE	reviewed	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific) (EC 2.5.1.31) (Ditrans,polycis-undecaprenylcistransferase) (Undecaprenyl diphosphate synthase) (UDS) (Undecaprenyl pyrophosphate synthase) (UPP synthase)	uppS YPO1049 y3130 YP_2801	Yersinia pestis	WP_002212136.1;YP_002346092.1;
YPO1050		Q7CH16	Q7CH16_YERPE	unreviewed	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	cds YPO1050	Yersinia pestis	WP_002212137.1;YP_002346093.1;
YPO1051		Q8ZH59	RSEP_YERPE	reviewed	Protease RseP (EC 3.4.24.-) (S2P endopeptidase) (Site-2 protease RseP) (S2P protease RseP) (Site-2-type intramembrane protease)	rseP YPO1051 y3128 YP_2799	Yersinia pestis	WP_002212138.1;YP_002346094.1;
YPO1052		Q8ZH58	BAMA_YERPE	reviewed	Outer membrane protein assembly factor BamA	bamA yaeT YPO1052 y3127 YP_2798	Yersinia pestis	WP_002212139.1;YP_002346095.1;
YPO1053		P58607	SKP_YERPE	reviewed	Chaperone protein Skp	skp ompH YPO1053 y3126 YP_2797	Yersinia pestis	WP_002212140.1;YP_002346096.1;
YPO1054		P58611	LPXD_YERPE	reviewed	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase (UDP-3-O-(3-OHC14)-GlcN N-acyltransferase) (EC 2.3.1.191) (UDP-3-O-(3-hydroxytetradecanoyl)glucosamine N-acyltransferase)	lpxD YPO1054 y3125 YP_2796	Yersinia pestis	WP_002212141.1;YP_002346097.1;
YPO1055		Q8ZH57	FABZ_YERPE	reviewed	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ (EC 4.2.1.59) ((3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase) ((3R)-hydroxymyristoyl-ACP dehydrase) (Beta-hydroxyacyl-ACP dehydratase)	fabZ YPO1055 y3124 YP_2795	Yersinia pestis	WP_002212142.1;YP_002346098.1;
YPO1056		Q8ZH56	LPXA_YERPE	reviewed	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (UDP-N-acetylglucosamine acyltransferase) (EC 2.3.1.129)	lpxA YPO1056 y3123 YP_2794	Yersinia pestis	WP_002212143.1;YP_002346099.1;
YPO1057		Q8ZH55	LPXB_YERPE	reviewed	Lipid-A-disaccharide synthase (EC 2.4.1.182)	lpxB YPO1057 y3122 YP_2793	Yersinia pestis	WP_002212144.1;YP_002346100.1;
YPO1058		Q8ZH54	RNH2_YERPE	reviewed	Ribonuclease HII (RNase HII) (EC 3.1.26.4)	rnhB YPO1058 y3121 YP_2792	Yersinia pestis	WP_002212145.1;YP_002346101.1;
YPO1059		Q7CH18	Q7CH18_YERPE	unreviewed	DNA-directed DNA polymerase (EC 2.7.7.7)	dnaE YPO1059	Yersinia pestis	YP_002346102.1;
YPO1060		Q8ZH52	ACCA_YERPE	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA YPO1060 y3119 YP_2790	Yersinia pestis	WP_002212147.1;YP_002346103.1;
YPO1061		Q7CH20	Q7CH20_YERPE	unreviewed	Uncharacterized protein	YPO1061	Yersinia pestis	WP_002212148.1;YP_002346104.1;
YPO1062		Q8ZH50	TILS_YERPE	reviewed	tRNA(Ile)-lysidine synthase (EC 6.3.4.19) (tRNA(Ile)-2-lysyl-cytidine synthase) (tRNA(Ile)-lysidine synthetase)	tilS YPO1062 y3117 YP_2788	Yersinia pestis	WP_002212149.1;YP_002346105.1;
YPO1063		Q7CH22	Q7CH22_YERPE	unreviewed	Putative cytochrome	YPO1063	Yersinia pestis	WP_002212150.1;YP_002346106.1;
YPO1064		Q7CH23	Q7CH23_YERPE	unreviewed	Uncharacterized protein	YPO1064	Yersinia pestis	WP_002218374.1;YP_002346107.1;
YPO1064a		Q8ZH47	Y1064_YERPE	reviewed	UPF0253 protein YPO1064.1/y3113/YP_2785	YPO1064.1 y3113 YP_2785 YPO1064a	Yersinia pestis	WP_002212152.1;YP_002346108.1;
YPO1067		Q7CH24	Q7CH24_YERPE	unreviewed	Putative copper homeostasis lipoprotein	cutF YPO1067	Yersinia pestis	WP_002228043.1;YP_002346111.1;
YPO1068		Q7CH25	SYP_YERPE	reviewed	Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)	proS YPO1068 y3109 YP_2781	Yersinia pestis	WP_002212156.1;YP_002346112.1;
YPO1070		Q7CH27	Q7CH27_YERPE	unreviewed	Outer membrane lipoprotein RcsF	rcsF YPO1070	Yersinia pestis	WP_002212158.1;YP_002346114.1;
YPO1071		Q8ZH40	METQ_YERPE	reviewed	D-methionine-binding lipoprotein MetQ	metQ YPO1071 y3106 YP_2778	Yersinia pestis	WP_002212159.1;YP_002346115.1;
YPO1072		Q8ZH39	METI_YERPE	reviewed	D-methionine transport system permease protein MetI	metI YPO1072 y3105 YP_2777	Yersinia pestis	WP_002212160.1;YP_002346116.1;
YPO1073		Q8ZH38	METN1_YERPE	reviewed	Methionine import ATP-binding protein MetN 1 (EC 3.6.3.-)	metN1 YPO1073 y3104 YP_2776	Yersinia pestis	WP_002212161.1;YP_002346117.1;
YPO1074		Q8ZH37	GMHBB_YERPE	reviewed	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase (EC 3.1.3.82) (D,D-heptose 1,7-bisphosphate phosphatase) (HBP phosphatase)	gmhB YPO1074 y3103 YP_2775	Yersinia pestis	WP_002220062.1;YP_002346118.1;
YPO1075		Q8ZH36	DKGB_YERPE	reviewed	2,5-diketo-D-gluconic acid reductase B (2,5-DKG reductase B) (2,5-DKGR B) (25DKGR-B) (EC 1.1.1.346) (AKR5D)	dkgB ara13 YPO1075 y3101 YP_2774	Yersinia pestis	WP_002210693.1;YP_002346119.1;
YPO1077		Q8ZH34	Y1077_YERPE	reviewed	UPF0294 protein YPO1077/y3099/YP_2772	YPO1077 y3099 YP_2772	Yersinia pestis	WP_002220059.1;YP_002346121.1;
YPO1079		Q0WHW5	GLO2_YERPE	reviewed	Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II)	gloB YPO1079 y3097 YP_2770	Yersinia pestis	WP_002210697.1;YP_002346123.1;
YPO1081		Q8ZH30	RNH_YERPE	reviewed	Ribonuclease HI (RNase HI) (EC 3.1.26.4)	rnhA YPO1081 y3095 YP_2768	Yersinia pestis	WP_002210699.1;YP_002346125.1;
YPO1082		Q7CH30	Q7CH30_YERPE	unreviewed	DNA polymerase III subunit epsilon (EC 2.7.7.7)	dnaQ YPO1082	Yersinia pestis	WP_002210700.1;YP_002346126.1;
YPO1101		Q8ZH14	SSRP_YERPE	reviewed	SsrA-binding protein (Small protein B)	smpB YPO1101 y3079 YP_1055	Yersinia pestis	WP_002210714.1;YP_002346144.1;
YPO1102		Q0WHU3	Q0WHU3_YERPE	unreviewed	Uncharacterized protein	YPO1102	Yersinia pestis	YP_002346145.1;
YPO1104		Q7CH39	BAME_YERPE	reviewed	Outer membrane protein assembly factor BamE	bamE smpA YPO1104 y3076 YP_1052	Yersinia pestis	WP_002228037.1;YP_002346147.1;
YPO1105		Q0WHU0	Q0WHU0_YERPE	unreviewed	DNA repair protein RecN (Recombination protein N)	YPO1105	Yersinia pestis	WP_010981396.1;YP_002346148.1;
YPO1106		Q8ZH09	NADK_YERPE	reviewed	NAD kinase (EC 2.7.1.23) (ATP-dependent NAD kinase)	nadK YPO1106 y3074 YP_1050	Yersinia pestis	WP_002210719.1;YP_002346149.1;
YPO1107		Q7CH40	GRPE_YERPE	reviewed	Protein GrpE (HSP-70 cofactor)	grpE YPO1107 y3073 YP_1049	Yersinia pestis	WP_002210720.1;YP_002346150.1;
YPO1108		Q7CH41	Q7CH41_YERPE	unreviewed	Citrate synthase	gltA YPO1108	Yersinia pestis	WP_002210721.1;YP_002346151.1;
YPO1109		Q7CH42	Q7CH42_YERPE	unreviewed	Succinate dehydrogenase cytochrome b-556 subunit	cybA YPO1109	Yersinia pestis	WP_002210722.1;YP_002346152.1;
YPO1110		Q7CH43	Q7CH43_YERPE	unreviewed	Succinate dehydrogenase hydrophobic membrane anchor subunit	sdhD YPO1110	Yersinia pestis	WP_002210723.1;YP_002346153.1;
YPO1111		Q7CH44	Q7CH44_YERPE	unreviewed	Succinate dehydrogenase flavoprotein subunit (EC 1.3.5.1)	sdhA YPO1111	Yersinia pestis	WP_002210724.1;YP_002346154.1;
YPO1112		Q7CH45	Q7CH45_YERPE	unreviewed	Succinate dehydrogenase iron-sulfur subunit (EC 1.3.5.1)	sdhB YPO1112	Yersinia pestis	WP_002210725.1;YP_002346155.1;
YPO1113		Q7CH46	Q7CH46_YERPE	unreviewed	2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2)	sucA YPO1113	Yersinia pestis	WP_002210726.1;YP_002346156.1;
YPO1114		Q7CH47	Q7CH47_YERPE	unreviewed	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex component E2)	sucB YPO1114	Yersinia pestis	WP_002210727.1;YP_002346157.1;
YPO1115		Q8ZH00	SUCC_YERPE	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC YPO1115 y3065 YP_1041	Yersinia pestis	WP_002210728.1;YP_002346158.1;
YPO1116		Q7CH48	Q7CH48_YERPE	unreviewed	Succinate--CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	sucD YPO1116	Yersinia pestis	WP_002210729.1;YP_002346159.1;
YPO1117		Q7CH49	Q7CH49_YERPE	unreviewed	Cytochrome D ubiquinol oxidase subunit I (EC 1.10.3.-)	cydA YPO1117	Yersinia pestis	WP_002210730.1;YP_002346160.1;
YPO1121		Q7CH53	Q7CH53_YERPE	unreviewed	Tol-Pal system protein TolQ	tolQ YPO1121	Yersinia pestis	WP_002210735.1;YP_002346164.1;
YPO1122		Q7CH54	Q7CH54_YERPE	unreviewed	Tol-Pal system protein TolR	tolR YPO1122	Yersinia pestis	WP_002210736.1;YP_002346165.1;
YPO1123		Q0WHS2	Q0WHS2_YERPE	unreviewed	TolA colicin import membrane protein	tolA YPO1123	Yersinia pestis	WP_002210737.1;YP_002346166.1;
YPO1124		Q8ZGZ1	TOLB_YERPE	reviewed	Tol-Pal system protein TolB	tolB YPO1124 y3055 YP_1032	Yersinia pestis	WP_002210738.1;YP_002346167.1;
YPO1125		Q7CH55	Q7CH55_YERPE	unreviewed	Peptidoglycan-associated protein	excC pal YPO1125	Yersinia pestis	WP_002210739.1;YP_002346168.1;
YPO1126		Q0WHR9	Q0WHR9_YERPE	unreviewed	Cell division coordinator CpoB	cpoB YPO1126	Yersinia pestis	WP_002210740.1;YP_002346169.1;
YPO1127		Q8ZGY8	NADA_YERPE	reviewed	Quinolinate synthase A (EC 2.5.1.72)	nadA YPO1127 y3052 YP_1029	Yersinia pestis	WP_002210741.1;YP_002346170.1;
YPO1128		Q7CH56	Q7CH56_YERPE	unreviewed	Intergral membrane NMN transport protein PnuC	pnuC YPO1128	Yersinia pestis	WP_002210742.1;YP_002346171.1;
YPO1133		Q8ZGY5	GPMA_YERPE	reviewed	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (BPG-dependent PGAM) (PGAM) (Phosphoglyceromutase) (dPGM) (EC 5.4.2.11)	gpmA YPO1133 y3048 YP_1025	Yersinia pestis	WP_002210746.1;YP_002346175.1;
YPO1137		Q8ZGY3	GAL1_YERPE	reviewed	Galactokinase (EC 2.7.1.6) (Galactose kinase)	galK YPO1137 y3045 YP_1022	Yersinia pestis	WP_002210748.1;YP_002346177.1;
YPO1138		Q7CH58	Q7CH58_YERPE	unreviewed	Galactose-1-phosphate uridylyltransferase (EC 2.7.7.12)	galB YPO1138	Yersinia pestis	WP_002210749.1;YP_002346178.1;
YPO1139		Q9F7D4	GALE_YERPE	reviewed	UDP-glucose 4-epimerase (EC 5.1.3.2) (Galactowaldenase) (UDP-galactose 4-epimerase)	galE YPO1139 y3043 YP_1020	Yersinia pestis	WP_002210750.1;YP_002346179.1;
YPO1142		Q0WHQ7	Q0WHQ7_YERPE	unreviewed	Putative molybdenum transport ATP-binding protein modF	modF YPO1142	Yersinia pestis	WP_002210753.1;YP_002346181.1;
YPO1143		P58497	MODE_YERPE	reviewed	Transcriptional regulator ModE	modE YPO1143 y3040 YP_1017	Yersinia pestis	WP_002210754.1;YP_002346182.1;
YPO1145		Q0WHQ4	Q0WHQ4_YERPE	unreviewed	Molybdate-binding periplasmic protein	modA YPO1145	Yersinia pestis	WP_002210756.1;YP_002346184.1;
YPO1147		Q8ZGX6	MODC_YERPE	reviewed	Molybdenum import ATP-binding protein ModC (EC 3.6.3.29)	modC chlD narD YPO1147 y3035 YP_1013	Yersinia pestis	WP_002210758.1;YP_002346186.1;
YPO1148		Q7CH63	Q7CH63_YERPE	unreviewed	Uncharacterized protein	YPO1148	Yersinia pestis	WP_002210759.1;YP_002346187.1;
YPO1149		Q8ZGX4	6PGL_YERPE	reviewed	6-phosphogluconolactonase (6-P-gluconolactonase) (EC 3.1.1.31)	pgl YPO1149 y3033 YP_1011	Yersinia pestis	WP_002210760.1;YP_002346188.1;
YPO1156		Q8ZGW7	UVRB_YERPE	reviewed	UvrABC system protein B (Protein UvrB) (Excinuclease ABC subunit B)	uvrB YPO1156 y3026 YP_1003	Yersinia pestis	WP_002210767.1;YP_002346195.1;
YPO1157		Q7CH69	Q7CH69_YERPE	unreviewed	Uncharacterized protein	YPO1157	Yersinia pestis	WP_002210768.1;YP_002346196.1;
YPO1158		P58589	GNGF_YERPE	reviewed	Putative gluconeogenesis factor	YPO1158 y3024 YP_1001	Yersinia pestis	WP_002210769.1;YP_002346197.1;
YPO1159		Q8ZGW5	MOAA_YERPE	reviewed	GTP 3',8-cyclase (EC 4.1.99.22) (Molybdenum cofactor biosynthesis protein A)	moaA YPO1159 y3023 YP_1000	Yersinia pestis	WP_002210771.1;YP_002346198.1;
YPO1160		Q8ZGW4	MOAC_YERPE	reviewed	Cyclic pyranopterin monophosphate synthase (EC 4.6.1.17) (Molybdenum cofactor biosynthesis protein C)	moaC YPO1160 y3021 YP_0999	Yersinia pestis	WP_002210772.1;YP_002346199.1;
YPO1162		Q8ZGW2	MOAE_YERPE	reviewed	Molybdopterin synthase catalytic subunit (EC 2.8.1.12) (MPT synthase subunit 2) (Molybdenum cofactor biosynthesis protein E) (Molybdopterin-converting factor large subunit) (Molybdopterin-converting factor subunit 2)	moaE YPO1162 y3019 YP_0997	Yersinia pestis	WP_002218677.1;YP_002346201.1;
YPO1169		Q74W91	Q74W91_YERPE	unreviewed	Putative LysR-family regulatory protein	YPO1169	Yersinia pestis	WP_002214199.1;YP_002346208.1;
YPO1171		Q74W93	Q74W93_YERPE	unreviewed	Purine nucleoside phosphorylase (EC 2.4.2.1) (Inosine-guanosine phosphorylase)	pndA YPO1171	Yersinia pestis	WP_002214195.1;YP_002346210.1;
YPO1176		Q7CH74	Q7CH74_YERPE	unreviewed	Penicillin-binding protein 7 (EC 3.4.-.-)	pbpG YPO1176	Yersinia pestis	WP_002210780.1;YP_002346214.1;
YPO1177		Q7CH75	Q7CH75_YERPE	unreviewed	Quinone-dependent D-lactate dehydrogenase (EC 1.1.5.12) (D-lactate dehydrogenase) (D-LDH)	dld YPO1177	Yersinia pestis	WP_002228034.1;YP_002346215.1;
YPO1178		Q7CH76	Q7CH76_YERPE	unreviewed	Adenylate cyclase 2 (EC 4.6.1.1)	cyaB YPO1178	Yersinia pestis	WP_002210782.1;YP_002346216.1;
YPO1183		Q7CH78	Q7CH78_YERPE	unreviewed	Putative substrate-binding periplasmic transport protein	YPO1183	Yersinia pestis	WP_002210788.1;YP_002346221.1;
YPO1186		Q7CH80	Q7CH80_YERPE	unreviewed	Uncharacterized protein	YPO1186	Yersinia pestis	WP_002210791.1;YP_002346224.1;
YPO1187		Q0WHL3	Q0WHL3_YERPE	unreviewed	Putative substrate-binding periplasmic transport protein	YPO1187	Yersinia pestis	WP_002210792.1;YP_002346225.1;
YPO1193		Q7CH83	Q7CH83_YERPE	unreviewed	Putative pyridoxal-dependent decarboxylase	YPO1193	Yersinia pestis	WP_002210798.1;YP_002346231.1;
YPO1194		Q7CH84	Q7CH84_YERPE	unreviewed	Putative sulfurtransferase	YPO1194	Yersinia pestis	WP_002210799.1;YP_002346232.1;
YPO1198		Q7CH86	Q7CH86_YERPE	unreviewed	Putative ABC transport ATP-binding subunit	YPO1198	Yersinia pestis	WP_002210802.1;YP_002346234.1;
YPO1200		Q8ZGS9	ADIC_YERPE	reviewed	Arginine/agmatine antiporter	adiC YPO1200 y2988 YP_0937	Yersinia pestis	WP_002210804.1;YP_002346236.1;
YPO1201		Q7CH88	Q7CH88_YERPE	unreviewed	Putative amino acid decarboxylase	YPO1201	Yersinia pestis	WP_002210805.1;YP_002346237.1;
YPO1207		Q7CH91	Q7CH91_YERPE	unreviewed	Catalase (EC 1.11.1.6)	katA YPO1207	Yersinia pestis	WP_002228030.1;YP_002346241.1;
YPO1208		Q0WHJ6	Q0WHJ6_YERPE	unreviewed	Putative exported protein	YPO1208	Yersinia pestis	WP_002228029.1;YP_002346242.1;
YPO1210		Q7CH93	Q7CH93_YERPE	unreviewed	CinA-like protein	YPO1210	Yersinia pestis	WP_002210814.1;YP_002346244.1;
YPO1211		Q8ZGS0	ECOT_YERPE	reviewed	Ecotin	eco YPO1211 y2977 YP_0926	Yersinia pestis	WP_002210815.1;YP_002346245.1;
YPO1213		Q0WHJ1	Q0WHJ1_YERPE	unreviewed	Ribonucleoside-diphosphate reductase 1 beta chain (EC 1.17.4.1)	ftsB YPO1213	Yersinia pestis	WP_002210817.1;YP_002346247.1;
YPO1214		Q7CH95	Q7CH95_YERPE	unreviewed	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	dnaF YPO1214	Yersinia pestis	WP_002210818.1;YP_002346248.1;
YPO1215		Q8ZGR6	UBIG_YERPE	reviewed	Ubiquinone biosynthesis O-methyltransferase (2-polyprenyl-6-hydroxyphenol methylase) (EC 2.1.1.222) (3-demethylubiquinone 3-O-methyltransferase) (EC 2.1.1.64)	ubiG YPO1215 y2973 YP_0922	Yersinia pestis	WP_002210820.1;YP_002346249.1;
YPO1216		Q7CH96	Q7CH96_YERPE	unreviewed	DNA gyrase subunit A (EC 5.99.1.3)	gyrA YPO1216	Yersinia pestis	WP_002210821.1;YP_002346250.1;
YPO1218		Q7CH98	Q7CH98_YERPE	unreviewed	Transcriptional regulatory protein RcsB	rcsB YPO1218	Yersinia pestis	WP_002210824.1;YP_002346252.1;
YPO1222		Q0WHI4	Q0WHI4_YERPE	unreviewed	Outer membrane protein C, porin	ompC YPO1222	Yersinia pestis	WP_002210826.1;YP_002346254.1;
YPO1224		Q7CHA2	Q7CHA2_YERPE	unreviewed	Putative penicillin-binding protein	ampH YPO1224	Yersinia pestis	WP_002228026.1;YP_002346256.1;
YPO1229		Q0WHH9	Q0WHH9_YERPE	unreviewed	Putative methyl-accepting chemotaxis protein	cheD2 YPO1229	Yersinia pestis	WP_002208868.1;YP_002346259.1;
YPO1232		Q7CHA5	Q7CHA5_YERPE	unreviewed	Putative stress response protein	dinI YPO1232	Yersinia pestis	WP_002208866.1;YP_002346261.1;
YPO1233		Q7CHA6	Q7CHA6_YERPE	unreviewed	Putative prophage repressor protein	YPO1233	Yersinia pestis	WP_002208864.1;YP_002346262.1;
YPO1235		Q7CHA8	Q7CHA8_YERPE	unreviewed	Uncharacterized protein	YPO1235	Yersinia pestis	WP_002228024.1;YP_002346264.1;
YPO1238		Q0WHH1	Q0WHH1_YERPE	unreviewed	Uncharacterized protein	YPO1238	Yersinia pestis	WP_002228022.1;YP_002346267.1;
YPO1240		Q0WHG9	Q0WHG9_YERPE	unreviewed	Putative ATP-binding protein	YPO1240	Yersinia pestis	WP_002208858.1;YP_002346269.1;
YPO1242		Q7CHB1	Q7CHB1_YERPE	unreviewed	Putative bacteriophage tail sheath protein	YPO1242	Yersinia pestis	WP_002208856.1;YP_002346271.1;
YPO1243		Q7CHB2	Q7CHB2_YERPE	unreviewed	Uncharacterized protein	YPO1243	Yersinia pestis	WP_002208855.1;YP_002346272.1;
YPO1244		Q7CHB3	Q7CHB3_YERPE	unreviewed	Uncharacterized protein	YPO1244	Yersinia pestis	WP_002208854.1;YP_002346273.1;
YPO1245		Q7CHB4	Q7CHB4_YERPE	unreviewed	Putative bacteriophage coat protein	YPO1245	Yersinia pestis	WP_002208853.1;YP_002346274.1;
YPO1246		Q7CHB5	Q7CHB5_YERPE	unreviewed	Putative bacteriophage protein	YPO1246	Yersinia pestis	WP_002208852.1;YP_002346275.1;
YPO1247		Q7CHB6	Q7CHB6_YERPE	unreviewed	Putative bacteriophage tail protein	YPO1247	Yersinia pestis	WP_002208850.1;YP_002346276.1;
YPO1248		Q7CHB7	Q7CHB7_YERPE	unreviewed	Putative bacteriophage (Baseplate assembly) protein	YPO1248	Yersinia pestis	WP_002215460.1;YP_002346277.1;
YPO1250		Q7CHB9	Q7CHB9_YERPE	unreviewed	Putative bacteriophage protein	YPO1250	Yersinia pestis	WP_002208847.1;YP_002346279.1;
YPO1252		Q7CHC1	Q7CHC1_YERPE	unreviewed	Putative bacteriophage tail fiber protein	stf YPO1252	Yersinia pestis	WP_002208845.1;YP_002346282.1;
YPO1254		Q0WHF4	Q0WHF4_YERPE	unreviewed	6-phospho-beta-glucosidase (EC 3.2.1.86)	bglA YPO1254	Yersinia pestis	WP_002208842.1;YP_002346284.1;
YPO1255		Q0WHF3	Q0WHF3_YERPE	unreviewed	Uncharacterized protein	YPO1255	Yersinia pestis	WP_002208841.1;YP_002346285.1;
YPO1257		Q0WHF2	Q0WHF2_YERPE	unreviewed	Uncharacterized protein	YPO1257	Yersinia pestis	WP_002208840.1;YP_002346286.1;
YPO1260		Q7CHC4	Q7CHC4_YERPE	unreviewed	Putative membrane protein	YPO1260	Yersinia pestis	WP_002208837.1;YP_002346289.1;
YPO1261		Q8ZGM6	Y1261_YERPE	reviewed	UPF0352 protein YPO1261/y2923/YP_0880	YPO1261 y2923 YP_0880	Yersinia pestis	WP_002208836.1;YP_002346290.1;
YPO1262		Q8ZGM5	NDPA_YERPE	reviewed	Nucleoid-associated protein YPO1262/y2922/YP_0879	YPO1262 y2922 YP_0879	Yersinia pestis	WP_002208835.1;YP_002346291.1;
YPO1264		Q8ZGM4	RL25_YERPE	reviewed	50S ribosomal protein L25	rplY YPO1264 y2920 YP_1324	Yersinia pestis	WP_002208834.1;YP_002346293.1;
YPO1266		Q8ZGM2	RSUA_YERPE	reviewed	Ribosomal small subunit pseudouridine synthase A (EC 5.4.99.19) (16S pseudouridylate 516 synthase) (16S rRNA pseudouridine(516) synthase) (rRNA pseudouridylate synthase A) (rRNA-uridine isomerase A)	rsuA YPO1266 y2917 YP_1322	Yersinia pestis	WP_002208832.1;YP_002346295.1;
YPO1270		Q0WHE0	Q0WHE0_YERPE	unreviewed	Putative ABC transporter ATP-binding subunit	YPO1270	Yersinia pestis	WP_002208828.1;YP_002346298.1;
YPO1272		Q7CHD1	Q7CHD1_YERPE	unreviewed	Putative ABC transporter integral membrane subunit	YPO1272	Yersinia pestis	WP_002208826.1;YP_002346300.1;
YPO1273		Q7CHD2	Q7CHD2_YERPE	unreviewed	Putative substrate-binding transport protein	YPO1273	Yersinia pestis	WP_002208825.1;YP_002346301.1;
YPO1277		Q7CHD5	Q7CHD5_YERPE	unreviewed	Putative cobalamin synthesis protein	YPO1277	Yersinia pestis	WP_002208819.1;YP_002346305.1;
YPO1280		Q7CHD7	Q7CHD7_YERPE	unreviewed	Putative D-mannonate oxidoreductase	YPO1280	Yersinia pestis	WP_002208815.1;YP_002346308.1;
YPO1283		Q8ZGK8	UXUA_YERPE	reviewed	Mannonate dehydratase (EC 4.2.1.8) (D-mannonate hydro-lyase)	uxuA YPO1283 y2902 YP_1308	Yersinia pestis	WP_002208813.1;YP_002346309.1;
